PRI_INDEX,ROUTING_SET,START_TIME,STOP_TIME,HOUR,MINUTE,Req,Sch,Schedule Tally Delta,Net
200,NetClaim Multiskill - Global,11/3/2022,11/4/2022,1,45,2.87,2,,-0.87
201,NetClaim Multiskill - Global,11/3/2022,11/4/2022,2,0,2.51,2,,-0.51
202,NetClaim Multiskill - Global,11/3/2022,11/4/2022,2,15,0.91,1,,0.09
203,NetClaim Multiskill - Global,11/3/2022,11/4/2022,2,30,0,2,,2
204,NetClaim Multiskill - Global,11/3/2022,11/4/2022,2,45,0.83,2,,1.17
205,NetClaim Multiskill - Global,11/3/2022,11/4/2022,3,0,0,2,,2
206,NetClaim Multiskill - Global,11/3/2022,11/4/2022,3,15,1.67,1.67,,0
207,NetClaim Multiskill - Global,11/3/2022,11/4/2022,3,30,0,1,,1
208,NetClaim Multiskill - Global,11/3/2022,11/4/2022,3,45,1,1,,0
209,NetClaim Multiskill - Global,11/3/2022,11/4/2022,4,0,0,0,,0
210,NetClaim Multiskill - Global,11/3/2022,11/4/2022,4,15,0,0,,0
211,NetClaim Multiskill - Global,11/3/2022,11/4/2022,4,30,0,0,,0
212,NetClaim Multiskill - Global,11/3/2022,11/4/2022,4,45,0,0,,0
213,NetClaim Multiskill - Global,11/3/2022,11/4/2022,5,0,0,1,,1
214,NetClaim Multiskill - Global,11/3/2022,11/4/2022,5,15,2.51,1,,-1.51
215,NetClaim Multiskill - Global,11/3/2022,11/4/2022,5,30,1,1,,0
216,NetClaim Multiskill - Global,11/3/2022,11/4/2022,5,45,0,1,,1
217,NetClaim Multiskill - Global,11/3/2022,11/4/2022,6,0,1.11,1,,-0.11
218,NetClaim Multiskill - Global,11/3/2022,11/4/2022,6,15,0.33,1,,0.67
219,NetClaim Multiskill - Global,11/3/2022,11/4/2022,6,30,2.51,1,,-1.51
220,NetClaim Multiskill - Global,11/3/2022,11/4/2022,6,45,0.94,1,,0.06
221,NetClaim Multiskill - Global,11/3/2022,11/4/2022,7,0,1,1,,0
