"PRI_INDEX","ROUTING_SET","START_TIME","STOP_TIME","HOUR","MINUTE","Req","Sch","Schedule Tally Delta","Net"
173,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,19,0,4.68,5.67,,0.99
174,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,19,15,4.68,5,,0.32
175,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,19,30,6.07,7,,0.93
176,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,19,45,4.68,5,,0.32
177,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,20,0,4.57,4,,-0.57
178,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,20,15,4.57,3,,-1.57
179,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,20,30,4.57,4,,-0.57
180,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,20,45,4.57,4,,-0.57
181,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,21,0,0,4.67,,4.67
182,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,21,15,2,2,,0
183,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,21,30,0,4,,4
184,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,21,45,0,4,,4
185,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,22,0,4,4,,0
186,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,22,15,4.57,4,,-0.57
187,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,22,30,0,3,,3
188,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,22,45,4.57,3.67,,-0.9
189,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,23,0,0,3,,3
190,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,23,15,0,3,,3
191,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,23,30,3,3,,0
192,"NetClaim Multiskill - Global",11/13/2022,11/14/2022,23,45,0,2.33,,2.33
